ID_Reviewer,phone,commentaires,title,city,address,sentiment,totalScore
122,+212 5393-59020,"0 étoile, très mauvais service",CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",1,2.4
123,+212 5393-59020,Une très belle et merveilleuse banque dans le niveau et il y a un grand soutien,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",5,2.4
124,+212 5393-59020,La banque immobilière et touristique,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",5,2.4
125,+212 5393-59020,Une banque mondiale avec un beau cahier des charges que j'aime,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060, Maroc",5,2.4
126,+212 5393-59351,"La pire banque où vous pouvez aller Traitement inapproprié des gens, ils traitent les gens comme s'ils étaient une marchandise inférieure",CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
127,+212 5393-59351,"Service lent
Une employée
La fenêtre automatique est toujours désactivée
Echanges bancaires et techniques
",CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
128,+212 5393-59351,zéro,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
129,+212 5393-59351,"Pour proposer des choses simples, il faut partir toute une semaine tous les matins à 8 et voir ce que l'on voit",CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",3,1.8
130,+212 5393-59351,"Très mauvaise agence, très mauvais traitement et communication avec les clients, manque de respect des employés à commencer par l'agent de sécurité jusqu'au directeur d'agence. Aussi le temps de travail, l'agence ouvre à 09h00 et les employés viennent jusqu'à 10h00 ou plus tard parfois. Et d'autres fois, ils pourraient vous dire que le système est en panne. Je ne recommande à personne de faire affaire avec cette agence. Merci",CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
131,+212 5393-59351,"Men akheyab agency chufte fe hyati la men nahia de ta3amul wala service une des pires agences qui existent, je regrette tous les jours d'avoir ouvert le compte chez eux, j'espère changer de compte bancaire maintenant et être avec une banque compétente et ça au moins Fais ton travail",CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
132,+212 5393-59351,"Je pense que c'est la pire agence CIH au Maroc, le directeur était très grossier et arrogant, il n'a répondu à aucune de mes questions. Il ne connaît même pas les procédures de la banque avec laquelle il travaille !! Le personnel de sécurité était cependant un gars sympa.",CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
133,+212 5393-59351,très mauvais service malheureusement,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
134,+212 5393-59351,"Mauvais service et employés paresseux, je ne le recommande pas du tout ",CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
135,+212 5393-59351,Mauvais service,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
136,+212 5393-59351,"Mauvais service, surtout un des employés qui s'appelle Moaz, qui n'est pas qualifié, et mauvais contact avec les clients.Je ne conseille à personne de faire affaire avec cette agence",CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
137,+212 5393-59351,très mauvais service client médiocre,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
138,+212 5393-59351,"Mauvais service et personnel non qualifié pour servir les clients
Quatre personnes en attente et plus de deux heures. Je déconseille aux clients d'y aller",CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
139,+212 5393-59351,Les services sont très mauvais,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",1,1.8
140,+212 5393-59351,Merci pour votre aide c'était si important pour moi merci encore,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Maroc",5,1.8
